occurrence_no,pres_mode,preservation_quality,common_body_parts,abund_value,abund_unit,class,order,family,genus,taxon_environment,life_habit,diet,museum,collection_no,early_interval,late_interval,time_bins,age_max,age_min,age_median,age_uncer_range,lng,lat,occurrence_comments,cc,state,county,formation,stratgroup,member,zone,accepted_name,accepted_attr,accepted_rank,accepted_no,identified_name,identified_rank,identified_no,difference,ref_author,ref_pubyr,reference_no,collection_name,collection_subset,collection_aka,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc.1,protected,stratscale,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,environment,tectonic_setting,assembl_comps,articulated_parts,associated_parts,rare_body_parts,feed_pred_traces,spatial_resolution,preservation_comments,collection_type,collection_methods,collectors,collection_dates,collection_comments,taxonomy_comments,composition,species,municipality,outcrop_details,outcrop_overview,source,ref
297334,body,,"vertebrae,limb elements",1.0,individuals,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,28479,Olenekian,,Olenekian,251.2,247.2,249.2,4.0,45.174999,59.783333,,RU,Vologda,Nikolsk,,,,,Benthosuchus,,genus,37087.0,Benthosuchus sp.,genus,37087.0,,Efremov,1940.0,7854.0,Vakhnevo locality,,"Vachnevo, Vahnevo, Wachnjewo; Sharzhenga River, Sharjenga River, Fluss Scharschenga; Yug River Basin",based on nearby landmark,minutes,outcrop,"""Bei dem Dorf Wachnjewo, am rechten Ufer des Flusses Scharschenga, eines Nebenflusses des Jug, der in die Suchona flieÃt, die ihrerseits sich in die Dwina ergieÃt; im Bezirk Severo-Dwinsk, in dem seinerzeit die groÃen Amalitzky'schen Grabungen stattfanden [Near the village of Vakhnevo, right bank of the Sharzhenga River, a tributary of Yug River, flowing into the Sukhnona River, which, in turn, has its mouth into the Dvina River; in the Severo-Dvinsk Region, the region in which Amalitzky's excavations took place at that time]."" (von Huene, 1940).\r\nSharjenga river, near the village Vachnevo, Kineshma Region, Upper Volga (Efremov, 1949).\r\nRight bank of Sharzhenga River near the village of Vakhnevo, Nikolsk District, Vologda Region (Vjushkov & Chudinov, 1956).\r\nVakhnevo locality in the Yug River basin (Ochev 1978).\r\nDMS coordinates, formerly based on Kineshma (57Â°23'23""N 42Â°7'39""E), are altered and are based now on village of Vakhnevo (TL).\r\nAdditional note: The present collection originally bore the name >>Sharjenga River near Vachnevo village (Vetlugian Series)<<. Since the locality names are spelled in an uncommon way, the former name of the younger, then redundant PBDB collection no. 37038 is transferred to here.",gplates,302,mid,48.59,44.05,scotese,301,mid,33.95,34.25,seton,not computable using this model,,,,RU,,member,"Vetlugian, Zone V (Vjushkov & Chudinov, 1956).\r\nRybinskian, Lower Olenekian, Lower Triassic (Sennikov, 2008).\r\nChronostratigraphy, originally entered as >>Early/Lower Triassic<<, is rendered more precisely according to Sennikov (2008). Formation name >>Vetlugian Series<< is removed for it is no lithostratigraphic term.",,sandstone,,,,fluvial indet.,cratonic basin,macrofossils,,,,,,,taxonomic,"field collection,survey of museum collection",I. A. Efremov,1927â1929,,"Thecodontosaurus reported to be present in the ""localities of the rivers Sharjenga, Vetluga, Jug and Luza."" Also ""scales of Ganoid fishes (Acrolepis) and the shells of Estheria.""\r\n\r\nReidentification of Chasmatosuchus parvus as Chasmatosuchus sp. by Tatarinov (1961) has been removed from list since a reassignment of the holotype and only specimen actually means a synonymization (TL).",phosphatic,,,,,,
297334,body,,"vertebrae,limb elements",1.0,individuals,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,28479,Olenekian,,Olenekian,251.2,247.2,249.2,4.0,45.174999,59.783333,,RU,Vologda,Nikolsk,,,,,Benthosuchus,,genus,37087.0,Benthosuchus sp.,genus,37087.0,,Efremov,1940.0,7854.0,Vakhnevo locality,,"Vachnevo, Vahnevo, Wachnjewo; Sharzhenga River, Sharjenga River, Fluss Scharschenga; Yug River Basin",based on nearby landmark,minutes,outcrop,"""Bei dem Dorf Wachnjewo, am rechten Ufer des Flusses Scharschenga, eines Nebenflusses des Jug, der in die Suchona flieÃt, die ihrerseits sich in die Dwina ergieÃt; im Bezirk Severo-Dwinsk, in dem seinerzeit die groÃen Amalitzky'schen Grabungen stattfanden [Near the village of Vakhnevo, right bank of the Sharzhenga River, a tributary of Yug River, flowing into the Sukhnona River, which, in turn, has its mouth into the Dvina River; in the Severo-Dvinsk Region, the region in which Amalitzky's excavations took place at that time]."" (von Huene, 1940).\r\nSharjenga river, near the village Vachnevo, Kineshma Region, Upper Volga (Efremov, 1949).\r\nRight bank of Sharzhenga River near the village of Vakhnevo, Nikolsk District, Vologda Region (Vjushkov & Chudinov, 1956).\r\nVakhnevo locality in the Yug River basin (Ochev 1978).\r\nDMS coordinates, formerly based on Kineshma (57Â°23'23""N 42Â°7'39""E), are altered and are based now on village of Vakhnevo (TL).\r\nAdditional note: The present collection originally bore the name >>Sharjenga River near Vachnevo village (Vetlugian Series)<<. Since the locality names are spelled in an uncommon way, the former name of the younger, then redundant PBDB collection no. 37038 is transferred to here.",gplates,302,mid,48.59,44.05,scotese,301,mid,33.95,34.25,seton,not computable using this model,,,,RU,,member,"Vetlugian, Zone V (Vjushkov & Chudinov, 1956).\r\nRybinskian, Lower Olenekian, Lower Triassic (Sennikov, 2008).\r\nChronostratigraphy, originally entered as >>Early/Lower Triassic<<, is rendered more precisely according to Sennikov (2008). Formation name >>Vetlugian Series<< is removed for it is no lithostratigraphic term.",,sandstone,,,,fluvial indet.,cratonic basin,macrofossils,,,,,,,taxonomic,"field collection,survey of museum collection",I. A. Efremov,1927â1929,,"Thecodontosaurus reported to be present in the ""localities of the rivers Sharjenga, Vetluga, Jug and Luza."" Also ""scales of Ganoid fishes (Acrolepis) and the shells of Estheria.""\r\n\r\nReidentification of Chasmatosuchus parvus as Chasmatosuchus sp. by Tatarinov (1961) has been removed from list since a reassignment of the holotype and only specimen actually means a synonymization (TL).",phosphatic,,,,,,
297334,body,,"vertebrae,limb elements",1.0,individuals,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,28479,Olenekian,,Olenekian,251.2,247.2,249.2,4.0,45.174999,59.783333,,RU,Vologda,Nikolsk,,,,,Benthosuchus,,genus,37087.0,Benthosuchus sp.,genus,37087.0,,Efremov,1940.0,7854.0,Vakhnevo locality,,"Vachnevo, Vahnevo, Wachnjewo; Sharzhenga River, Sharjenga River, Fluss Scharschenga; Yug River Basin",based on nearby landmark,minutes,outcrop,"""Bei dem Dorf Wachnjewo, am rechten Ufer des Flusses Scharschenga, eines Nebenflusses des Jug, der in die Suchona flieÃt, die ihrerseits sich in die Dwina ergieÃt; im Bezirk Severo-Dwinsk, in dem seinerzeit die groÃen Amalitzky'schen Grabungen stattfanden [Near the village of Vakhnevo, right bank of the Sharzhenga River, a tributary of Yug River, flowing into the Sukhnona River, which, in turn, has its mouth into the Dvina River; in the Severo-Dvinsk Region, the region in which Amalitzky's excavations took place at that time]."" (von Huene, 1940).\r\nSharjenga river, near the village Vachnevo, Kineshma Region, Upper Volga (Efremov, 1949).\r\nRight bank of Sharzhenga River near the village of Vakhnevo, Nikolsk District, Vologda Region (Vjushkov & Chudinov, 1956).\r\nVakhnevo locality in the Yug River basin (Ochev 1978).\r\nDMS coordinates, formerly based on Kineshma (57Â°23'23""N 42Â°7'39""E), are altered and are based now on village of Vakhnevo (TL).\r\nAdditional note: The present collection originally bore the name >>Sharjenga River near Vachnevo village (Vetlugian Series)<<. Since the locality names are spelled in an uncommon way, the former name of the younger, then redundant PBDB collection no. 37038 is transferred to here.",gplates,302,mid,48.59,44.05,scotese,301,mid,33.95,34.25,seton,not computable using this model,,,,RU,,member,"Vetlugian, Zone V (Vjushkov & Chudinov, 1956).\r\nRybinskian, Lower Olenekian, Lower Triassic (Sennikov, 2008).\r\nChronostratigraphy, originally entered as >>Early/Lower Triassic<<, is rendered more precisely according to Sennikov (2008). Formation name >>Vetlugian Series<< is removed for it is no lithostratigraphic term.",,sandstone,,,,fluvial indet.,cratonic basin,macrofossils,,,,,,,taxonomic,"field collection,survey of museum collection",I. A. Efremov,1927â1929,,"Thecodontosaurus reported to be present in the ""localities of the rivers Sharjenga, Vetluga, Jug and Luza."" Also ""scales of Ganoid fishes (Acrolepis) and the shells of Estheria.""\r\n\r\nReidentification of Chasmatosuchus parvus as Chasmatosuchus sp. by Tatarinov (1961) has been removed from list since a reassignment of the holotype and only specimen actually means a synonymization (TL).",phosphatic,,,,,,
297334,body,,"vertebrae,limb elements",1.0,individuals,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,28479,Olenekian,,Olenekian,251.2,247.2,249.2,4.0,45.174999,59.783333,,RU,Vologda,Nikolsk,,,,,Benthosuchus,,genus,37087.0,Benthosuchus sp.,genus,37087.0,,Efremov,1940.0,7854.0,Vakhnevo locality,,"Vachnevo, Vahnevo, Wachnjewo; Sharzhenga River, Sharjenga River, Fluss Scharschenga; Yug River Basin",based on nearby landmark,minutes,outcrop,"""Bei dem Dorf Wachnjewo, am rechten Ufer des Flusses Scharschenga, eines Nebenflusses des Jug, der in die Suchona flieÃt, die ihrerseits sich in die Dwina ergieÃt; im Bezirk Severo-Dwinsk, in dem seinerzeit die groÃen Amalitzky'schen Grabungen stattfanden [Near the village of Vakhnevo, right bank of the Sharzhenga River, a tributary of Yug River, flowing into the Sukhnona River, which, in turn, has its mouth into the Dvina River; in the Severo-Dvinsk Region, the region in which Amalitzky's excavations took place at that time]."" (von Huene, 1940).\r\nSharjenga river, near the village Vachnevo, Kineshma Region, Upper Volga (Efremov, 1949).\r\nRight bank of Sharzhenga River near the village of Vakhnevo, Nikolsk District, Vologda Region (Vjushkov & Chudinov, 1956).\r\nVakhnevo locality in the Yug River basin (Ochev 1978).\r\nDMS coordinates, formerly based on Kineshma (57Â°23'23""N 42Â°7'39""E), are altered and are based now on village of Vakhnevo (TL).\r\nAdditional note: The present collection originally bore the name >>Sharjenga River near Vachnevo village (Vetlugian Series)<<. Since the locality names are spelled in an uncommon way, the former name of the younger, then redundant PBDB collection no. 37038 is transferred to here.",gplates,302,mid,48.59,44.05,scotese,301,mid,33.95,34.25,seton,not computable using this model,,,,RU,,member,"Vetlugian, Zone V (Vjushkov & Chudinov, 1956).\r\nRybinskian, Lower Olenekian, Lower Triassic (Sennikov, 2008).\r\nChronostratigraphy, originally entered as >>Early/Lower Triassic<<, is rendered more precisely according to Sennikov (2008). Formation name >>Vetlugian Series<< is removed for it is no lithostratigraphic term.",,sandstone,,,,fluvial indet.,cratonic basin,macrofossils,,,,,,,taxonomic,"field collection,survey of museum collection",I. A. Efremov,1927â1929,,"Thecodontosaurus reported to be present in the ""localities of the rivers Sharjenga, Vetluga, Jug and Luza."" Also ""scales of Ganoid fishes (Acrolepis) and the shells of Estheria.""\r\n\r\nReidentification of Chasmatosuchus parvus as Chasmatosuchus sp. by Tatarinov (1961) has been removed from list since a reassignment of the holotype and only specimen actually means a synonymization (TL).",phosphatic,,,,,,
297334,body,,"vertebrae,limb elements",1.0,individuals,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,28479,Olenekian,,Olenekian,251.2,247.2,249.2,4.0,45.174999,59.783333,,RU,Vologda,Nikolsk,,,,,Benthosuchus,,genus,37087.0,Benthosuchus sp.,genus,37087.0,,Efremov,1940.0,7854.0,Vakhnevo locality,,"Vachnevo, Vahnevo, Wachnjewo; Sharzhenga River, Sharjenga River, Fluss Scharschenga; Yug River Basin",based on nearby landmark,minutes,outcrop,"""Bei dem Dorf Wachnjewo, am rechten Ufer des Flusses Scharschenga, eines Nebenflusses des Jug, der in die Suchona flieÃt, die ihrerseits sich in die Dwina ergieÃt; im Bezirk Severo-Dwinsk, in dem seinerzeit die groÃen Amalitzky'schen Grabungen stattfanden [Near the village of Vakhnevo, right bank of the Sharzhenga River, a tributary of Yug River, flowing into the Sukhnona River, which, in turn, has its mouth into the Dvina River; in the Severo-Dvinsk Region, the region in which Amalitzky's excavations took place at that time]."" (von Huene, 1940).\r\nSharjenga river, near the village Vachnevo, Kineshma Region, Upper Volga (Efremov, 1949).\r\nRight bank of Sharzhenga River near the village of Vakhnevo, Nikolsk District, Vologda Region (Vjushkov & Chudinov, 1956).\r\nVakhnevo locality in the Yug River basin (Ochev 1978).\r\nDMS coordinates, formerly based on Kineshma (57Â°23'23""N 42Â°7'39""E), are altered and are based now on village of Vakhnevo (TL).\r\nAdditional note: The present collection originally bore the name >>Sharjenga River near Vachnevo village (Vetlugian Series)<<. Since the locality names are spelled in an uncommon way, the former name of the younger, then redundant PBDB collection no. 37038 is transferred to here.",gplates,302,mid,48.59,44.05,scotese,301,mid,33.95,34.25,seton,not computable using this model,,,,RU,,member,"Vetlugian, Zone V (Vjushkov & Chudinov, 1956).\r\nRybinskian, Lower Olenekian, Lower Triassic (Sennikov, 2008).\r\nChronostratigraphy, originally entered as >>Early/Lower Triassic<<, is rendered more precisely according to Sennikov (2008). Formation name >>Vetlugian Series<< is removed for it is no lithostratigraphic term.",,sandstone,,,,fluvial indet.,cratonic basin,macrofossils,,,,,,,taxonomic,"field collection,survey of museum collection",I. A. Efremov,1927â1929,,"Thecodontosaurus reported to be present in the ""localities of the rivers Sharjenga, Vetluga, Jug and Luza."" Also ""scales of Ganoid fishes (Acrolepis) and the shells of Estheria.""\r\n\r\nReidentification of Chasmatosuchus parvus as Chasmatosuchus sp. by Tatarinov (1961) has been removed from list since a reassignment of the holotype and only specimen actually means a synonymization (TL).",phosphatic,,,,,,
297334,body,,"vertebrae,limb elements",1.0,individuals,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,28479,Olenekian,,Olenekian,251.2,247.2,249.2,4.0,45.174999,59.783333,,RU,Vologda,Nikolsk,,,,,Benthosuchus,,genus,37087.0,Benthosuchus sp.,genus,37087.0,,Efremov,1940.0,7854.0,Vakhnevo locality,,"Vachnevo, Vahnevo, Wachnjewo; Sharzhenga River, Sharjenga River, Fluss Scharschenga; Yug River Basin",based on nearby landmark,minutes,outcrop,"""Bei dem Dorf Wachnjewo, am rechten Ufer des Flusses Scharschenga, eines Nebenflusses des Jug, der in die Suchona flieÃt, die ihrerseits sich in die Dwina ergieÃt; im Bezirk Severo-Dwinsk, in dem seinerzeit die groÃen Amalitzky'schen Grabungen stattfanden [Near the village of Vakhnevo, right bank of the Sharzhenga River, a tributary of Yug River, flowing into the Sukhnona River, which, in turn, has its mouth into the Dvina River; in the Severo-Dvinsk Region, the region in which Amalitzky's excavations took place at that time]."" (von Huene, 1940).\r\nSharjenga river, near the village Vachnevo, Kineshma Region, Upper Volga (Efremov, 1949).\r\nRight bank of Sharzhenga River near the village of Vakhnevo, Nikolsk District, Vologda Region (Vjushkov & Chudinov, 1956).\r\nVakhnevo locality in the Yug River basin (Ochev 1978).\r\nDMS coordinates, formerly based on Kineshma (57Â°23'23""N 42Â°7'39""E), are altered and are based now on village of Vakhnevo (TL).\r\nAdditional note: The present collection originally bore the name >>Sharjenga River near Vachnevo village (Vetlugian Series)<<. Since the locality names are spelled in an uncommon way, the former name of the younger, then redundant PBDB collection no. 37038 is transferred to here.",gplates,302,mid,48.59,44.05,scotese,301,mid,33.95,34.25,seton,not computable using this model,,,,RU,,member,"Vetlugian, Zone V (Vjushkov & Chudinov, 1956).\r\nRybinskian, Lower Olenekian, Lower Triassic (Sennikov, 2008).\r\nChronostratigraphy, originally entered as >>Early/Lower Triassic<<, is rendered more precisely according to Sennikov (2008). Formation name >>Vetlugian Series<< is removed for it is no lithostratigraphic term.",,sandstone,,,,fluvial indet.,cratonic basin,macrofossils,,,,,,,taxonomic,"field collection,survey of museum collection",I. A. Efremov,1927â1929,,"Thecodontosaurus reported to be present in the ""localities of the rivers Sharjenga, Vetluga, Jug and Luza."" Also ""scales of Ganoid fishes (Acrolepis) and the shells of Estheria.""\r\n\r\nReidentification of Chasmatosuchus parvus as Chasmatosuchus sp. by Tatarinov (1961) has been removed from list since a reassignment of the holotype and only specimen actually means a synonymization (TL).",phosphatic,,,,,,
297334,body,,"vertebrae,limb elements",1.0,individuals,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,28479,Olenekian,,Olenekian,251.2,247.2,249.2,4.0,45.174999,59.783333,,RU,Vologda,Nikolsk,,,,,Benthosuchus,,genus,37087.0,Benthosuchus sp.,genus,37087.0,,Efremov,1940.0,7854.0,Vakhnevo locality,,"Vachnevo, Vahnevo, Wachnjewo; Sharzhenga River, Sharjenga River, Fluss Scharschenga; Yug River Basin",based on nearby landmark,minutes,outcrop,"""Bei dem Dorf Wachnjewo, am rechten Ufer des Flusses Scharschenga, eines Nebenflusses des Jug, der in die Suchona flieÃt, die ihrerseits sich in die Dwina ergieÃt; im Bezirk Severo-Dwinsk, in dem seinerzeit die groÃen Amalitzky'schen Grabungen stattfanden [Near the village of Vakhnevo, right bank of the Sharzhenga River, a tributary of Yug River, flowing into the Sukhnona River, which, in turn, has its mouth into the Dvina River; in the Severo-Dvinsk Region, the region in which Amalitzky's excavations took place at that time]."" (von Huene, 1940).\r\nSharjenga river, near the village Vachnevo, Kineshma Region, Upper Volga (Efremov, 1949).\r\nRight bank of Sharzhenga River near the village of Vakhnevo, Nikolsk District, Vologda Region (Vjushkov & Chudinov, 1956).\r\nVakhnevo locality in the Yug River basin (Ochev 1978).\r\nDMS coordinates, formerly based on Kineshma (57Â°23'23""N 42Â°7'39""E), are altered and are based now on village of Vakhnevo (TL).\r\nAdditional note: The present collection originally bore the name >>Sharjenga River near Vachnevo village (Vetlugian Series)<<. Since the locality names are spelled in an uncommon way, the former name of the younger, then redundant PBDB collection no. 37038 is transferred to here.",gplates,302,mid,48.59,44.05,scotese,301,mid,33.95,34.25,seton,not computable using this model,,,,RU,,member,"Vetlugian, Zone V (Vjushkov & Chudinov, 1956).\r\nRybinskian, Lower Olenekian, Lower Triassic (Sennikov, 2008).\r\nChronostratigraphy, originally entered as >>Early/Lower Triassic<<, is rendered more precisely according to Sennikov (2008). Formation name >>Vetlugian Series<< is removed for it is no lithostratigraphic term.",,sandstone,,,,fluvial indet.,cratonic basin,macrofossils,,,,,,,taxonomic,"field collection,survey of museum collection",I. A. Efremov,1927â1929,,"Thecodontosaurus reported to be present in the ""localities of the rivers Sharjenga, Vetluga, Jug and Luza."" Also ""scales of Ganoid fishes (Acrolepis) and the shells of Estheria.""\r\n\r\nReidentification of Chasmatosuchus parvus as Chasmatosuchus sp. by Tatarinov (1961) has been removed from list since a reassignment of the holotype and only specimen actually means a synonymization (TL).",phosphatic,,,,,,
297334,body,,"vertebrae,limb elements",1.0,individuals,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,28479,Olenekian,,Olenekian,251.2,247.2,249.2,4.0,45.174999,59.783333,,RU,Vologda,Nikolsk,,,,,Benthosuchus,,genus,37087.0,Benthosuchus sp.,genus,37087.0,,Efremov,1940.0,7854.0,Vakhnevo locality,,"Vachnevo, Vahnevo, Wachnjewo; Sharzhenga River, Sharjenga River, Fluss Scharschenga; Yug River Basin",based on nearby landmark,minutes,outcrop,"""Bei dem Dorf Wachnjewo, am rechten Ufer des Flusses Scharschenga, eines Nebenflusses des Jug, der in die Suchona flieÃt, die ihrerseits sich in die Dwina ergieÃt; im Bezirk Severo-Dwinsk, in dem seinerzeit die groÃen Amalitzky'schen Grabungen stattfanden [Near the village of Vakhnevo, right bank of the Sharzhenga River, a tributary of Yug River, flowing into the Sukhnona River, which, in turn, has its mouth into the Dvina River; in the Severo-Dvinsk Region, the region in which Amalitzky's excavations took place at that time]."" (von Huene, 1940).\r\nSharjenga river, near the village Vachnevo, Kineshma Region, Upper Volga (Efremov, 1949).\r\nRight bank of Sharzhenga River near the village of Vakhnevo, Nikolsk District, Vologda Region (Vjushkov & Chudinov, 1956).\r\nVakhnevo locality in the Yug River basin (Ochev 1978).\r\nDMS coordinates, formerly based on Kineshma (57Â°23'23""N 42Â°7'39""E), are altered and are based now on village of Vakhnevo (TL).\r\nAdditional note: The present collection originally bore the name >>Sharjenga River near Vachnevo village (Vetlugian Series)<<. Since the locality names are spelled in an uncommon way, the former name of the younger, then redundant PBDB collection no. 37038 is transferred to here.",gplates,302,mid,48.59,44.05,scotese,301,mid,33.95,34.25,seton,not computable using this model,,,,RU,,member,"Vetlugian, Zone V (Vjushkov & Chudinov, 1956).\r\nRybinskian, Lower Olenekian, Lower Triassic (Sennikov, 2008).\r\nChronostratigraphy, originally entered as >>Early/Lower Triassic<<, is rendered more precisely according to Sennikov (2008). Formation name >>Vetlugian Series<< is removed for it is no lithostratigraphic term.",,sandstone,,,,fluvial indet.,cratonic basin,macrofossils,,,,,,,taxonomic,"field collection,survey of museum collection",I. A. Efremov,1927â1929,,"Thecodontosaurus reported to be present in the ""localities of the rivers Sharjenga, Vetluga, Jug and Luza."" Also ""scales of Ganoid fishes (Acrolepis) and the shells of Estheria.""\r\n\r\nReidentification of Chasmatosuchus parvus as Chasmatosuchus sp. by Tatarinov (1961) has been removed from list since a reassignment of the holotype and only specimen actually means a synonymization (TL).",phosphatic,,,,,,
297334,body,,"vertebrae,limb elements",1.0,individuals,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,28479,Olenekian,,Olenekian,251.2,247.2,249.2,4.0,45.174999,59.783333,,RU,Vologda,Nikolsk,,,,,Benthosuchus,,genus,37087.0,Benthosuchus sp.,genus,37087.0,,Efremov,1940.0,7854.0,Vakhnevo locality,,"Vachnevo, Vahnevo, Wachnjewo; Sharzhenga River, Sharjenga River, Fluss Scharschenga; Yug River Basin",based on nearby landmark,minutes,outcrop,"""Bei dem Dorf Wachnjewo, am rechten Ufer des Flusses Scharschenga, eines Nebenflusses des Jug, der in die Suchona flieÃt, die ihrerseits sich in die Dwina ergieÃt; im Bezirk Severo-Dwinsk, in dem seinerzeit die groÃen Amalitzky'schen Grabungen stattfanden [Near the village of Vakhnevo, right bank of the Sharzhenga River, a tributary of Yug River, flowing into the Sukhnona River, which, in turn, has its mouth into the Dvina River; in the Severo-Dvinsk Region, the region in which Amalitzky's excavations took place at that time]."" (von Huene, 1940).\r\nSharjenga river, near the village Vachnevo, Kineshma Region, Upper Volga (Efremov, 1949).\r\nRight bank of Sharzhenga River near the village of Vakhnevo, Nikolsk District, Vologda Region (Vjushkov & Chudinov, 1956).\r\nVakhnevo locality in the Yug River basin (Ochev 1978).\r\nDMS coordinates, formerly based on Kineshma (57Â°23'23""N 42Â°7'39""E), are altered and are based now on village of Vakhnevo (TL).\r\nAdditional note: The present collection originally bore the name >>Sharjenga River near Vachnevo village (Vetlugian Series)<<. Since the locality names are spelled in an uncommon way, the former name of the younger, then redundant PBDB collection no. 37038 is transferred to here.",gplates,302,mid,48.59,44.05,scotese,301,mid,33.95,34.25,seton,not computable using this model,,,,RU,,member,"Vetlugian, Zone V (Vjushkov & Chudinov, 1956).\r\nRybinskian, Lower Olenekian, Lower Triassic (Sennikov, 2008).\r\nChronostratigraphy, originally entered as >>Early/Lower Triassic<<, is rendered more precisely according to Sennikov (2008). Formation name >>Vetlugian Series<< is removed for it is no lithostratigraphic term.",,sandstone,,,,fluvial indet.,cratonic basin,macrofossils,,,,,,,taxonomic,"field collection,survey of museum collection",I. A. Efremov,1927â1929,,"Thecodontosaurus reported to be present in the ""localities of the rivers Sharjenga, Vetluga, Jug and Luza."" Also ""scales of Ganoid fishes (Acrolepis) and the shells of Estheria.""\r\n\r\nReidentification of Chasmatosuchus parvus as Chasmatosuchus sp. by Tatarinov (1961) has been removed from list since a reassignment of the holotype and only specimen actually means a synonymization (TL).",phosphatic,,,,,,
297334,body,,"vertebrae,limb elements",1.0,individuals,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,28479,Olenekian,,Olenekian,251.2,247.2,249.2,4.0,45.174999,59.783333,,RU,Vologda,Nikolsk,,,,,Benthosuchus,,genus,37087.0,Benthosuchus sp.,genus,37087.0,,Efremov,1940.0,7854.0,Vakhnevo locality,,"Vachnevo, Vahnevo, Wachnjewo; Sharzhenga River, Sharjenga River, Fluss Scharschenga; Yug River Basin",based on nearby landmark,minutes,outcrop,"""Bei dem Dorf Wachnjewo, am rechten Ufer des Flusses Scharschenga, eines Nebenflusses des Jug, der in die Suchona flieÃt, die ihrerseits sich in die Dwina ergieÃt; im Bezirk Severo-Dwinsk, in dem seinerzeit die groÃen Amalitzky'schen Grabungen stattfanden [Near the village of Vakhnevo, right bank of the Sharzhenga River, a tributary of Yug River, flowing into the Sukhnona River, which, in turn, has its mouth into the Dvina River; in the Severo-Dvinsk Region, the region in which Amalitzky's excavations took place at that time]."" (von Huene, 1940).\r\nSharjenga river, near the village Vachnevo, Kineshma Region, Upper Volga (Efremov, 1949).\r\nRight bank of Sharzhenga River near the village of Vakhnevo, Nikolsk District, Vologda Region (Vjushkov & Chudinov, 1956).\r\nVakhnevo locality in the Yug River basin (Ochev 1978).\r\nDMS coordinates, formerly based on Kineshma (57Â°23'23""N 42Â°7'39""E), are altered and are based now on village of Vakhnevo (TL).\r\nAdditional note: The present collection originally bore the name >>Sharjenga River near Vachnevo village (Vetlugian Series)<<. Since the locality names are spelled in an uncommon way, the former name of the younger, then redundant PBDB collection no. 37038 is transferred to here.",gplates,302,mid,48.59,44.05,scotese,301,mid,33.95,34.25,seton,not computable using this model,,,,RU,,member,"Vetlugian, Zone V (Vjushkov & Chudinov, 1956).\r\nRybinskian, Lower Olenekian, Lower Triassic (Sennikov, 2008).\r\nChronostratigraphy, originally entered as >>Early/Lower Triassic<<, is rendered more precisely according to Sennikov (2008). Formation name >>Vetlugian Series<< is removed for it is no lithostratigraphic term.",,sandstone,,,,fluvial indet.,cratonic basin,macrofossils,,,,,,,taxonomic,"field collection,survey of museum collection",I. A. Efremov,1927â1929,,"Thecodontosaurus reported to be present in the ""localities of the rivers Sharjenga, Vetluga, Jug and Luza."" Also ""scales of Ganoid fishes (Acrolepis) and the shells of Estheria.""\r\n\r\nReidentification of Chasmatosuchus parvus as Chasmatosuchus sp. by Tatarinov (1961) has been removed from list since a reassignment of the holotype and only specimen actually means a synonymization (TL).",phosphatic,,,,,,
