occurrence_no,pres_mode,preservation_quality,common_body_parts,abund_value,abund_unit,class,order,family,genus,taxon_environment,life_habit,diet,museum,collection_no,early_interval,late_interval,time_bins,age_max,age_min,age_median,age_uncer_range,lng,lat,occurrence_comments,cc,state,county,formation,stratgroup,member,zone,accepted_name,accepted_attr,accepted_rank,accepted_no,identified_name,identified_rank,identified_no,difference,ref_author,ref_pubyr,reference_no,collection_name,collection_subset,collection_aka,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc.1,protected,stratscale,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,environment,tectonic_setting,assembl_comps,articulated_parts,associated_parts,rare_body_parts,feed_pred_traces,spatial_resolution,preservation_comments,collection_type,collection_methods,collectors,collection_dates,collection_comments,taxonomy_comments,composition,species,municipality,outcrop_details,outcrop_overview,source,ref
818655,body,good,,1,specimens,Amphibia,Temnospondyli,Cyclotosauridae,Cyclotosaurus,"brackish,freshwater,terrestrial",amphibious,piscivore,,89992,Norian,,Norian,227,208.5,217.75,18.5,101.633331,16.533333,"DMR no C.D 001, partial skull",TH,Chaiyaphum,Thung Luilai,Huai Hin Lat,,,,Cyclotosaurus,NA,genus,37095,Cyclotosaurus sp.,genus,37095,,Schoch and Milner,2000,28828,Chulabhorn Dam,NA,Nam Phrom Dam,based on nearby landmark,minutes,outcrop,"Map 1:50,000, sheet 47Q/FA 15, grid 831298, near the power station of Chulabhorn Dam",gplates,615,mid,110.39,16.09,scotese,615,mid,90.47,21.36,seton,not computable using this model,NA,NA,NA,TH,,group of beds,"Palynomophs contain the formation to Carnian-Norian (Racey & Goodall 2009. Geol. Soc. Lond. Spec. Publ. 315: 69-83), whereas a Norian age is suggested by plant, ostracod and vertebrate remains (e.g. Buffetaut 1983. APP 28: 43-53)",,"""shale""",black,,,lacustrine indet.,,macrofossils,some,,partial skulls,,,,taxonomic,"surface (float),surface (in situ),chemical,field collection",Thai-French expedition,1980,,,phosphatic,NA,NA,NA,NA,NA,NA
814505,body,,,NA,,Amphibia,Temnospondyli,Eryopidae,Eryops,"brackish,freshwater,terrestrial",amphibious,carnivore,,85733,Artinskian,Kungurian,-,290.1,273.01,281.555,17.09,-98.59861,34.295834,,US,Oklahoma,Cotton,Garber,Sumner,,,Eryops megacephalus,NA,species,70397,Dimetrodon gigas,species,138120,subjective synonym of,Cummins,1908,30068,Deep Red Run,NA,"Deep Red Creek; Cope's ""Indian Territory""",estimated from map,seconds,outcrop,"""There was at one time a small fort called Fort Auger on the north side of Red River about opposite where the town of Iowa Park is now located. There was a road leading from Fort Auger to Fort Sill. Near the crossing of Deep Red Creek by this old road is the locality at which I collected the vertebrates in Cope's collection labelled 'Indian Territory.' "" (Cummins, 1908).\r\n""This site is in Cotton County [...]. The site is several miles northwest of Randlett, but we were not able to locate it more precisely."" (Olson, 1967, Oklahoma Geol. Surv. Circ. 74).\r\nLat long is for Deep Red Creek immediately east of Tillman-Cotton County line (sec. 18, T.3S. R.13W., Whites Lake 7.5' quadrangle).",gplates,101,mid,-29.65,-0.67,scotese,101,mid,-28.34,1.79,seton,not computable using this model,NA,NA,NA,US,,member,"""The trend of the strike of the texas beds suggests that the locality lies in the Clyde formation. [...] The presence of a large Dimetrodon [...] suggests a higher position; of Cricotus a lower one; of Ophiacodon major the Clyde itself. The somewhat conflicting evidence is thus on the whole agreeable to an approximate Clyde determination."" (Romer & Price, 1940).\r\nIn the chart (fig. 2) of Olson (1967, Oklahoma Geol. Surv. Circ. 74) the relevant stratigraphic unit is given as ""Hennessey Shale"" but is correlated with the Garber Sandstone of other parts of Oklahoma.\r\nIn the stratigraphic chart (table 1) of Heaton (1979, Oklahoma Geol. Surv. Bull. 127) the Deep Red Run locality is assigned to the middle part of the Garber Sandstone, the latter being correlated with the Lueders Fm. of Texas.",,not reported,,,,terrestrial indet.,foreland basin,macrofossils,,,,,,,taxonomic,survey of museum collection,W. F. Cummins,,,,phosphatic,NA,NA,NA,NA,NA,NA
814162,"body,mold/impression,concretion",,,NA,,Amphibia,Temnospondyli,Dvinosauridae,Dvinosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,28854,Early Severodvinian,,Capitanian,264.28,259.51,261.895,4.77,48.351665,58.150002,,RU,Kirov,Kotelnich,Urpalov,Kotelnich,Vanyushonki,Deltavjatia vjatkensis,Dvinosaurus,NA,genus,37145,Dvinosaurus sp.,genus,37145,,Olson,1957,5921,"Kotelnich, Vjatka River (""Sarmin"" series), PIN 2212",NA,"Kotel'nich; Volki, Volky; Vanyushonki",estimated from map,minutes,outcrop,"Right bank of the Vjatka river (middle reaches), in the vicinity of the villages Volky and Tsemtsy, 4-5 km upstream from Vishkil'. (Hartmann-Weinberg, 1937).\r\n"" [...] 18 km south of the town Kotel'nich near the Vanyushonki village on the western bank of the Vyatka River, Kirov district, Russia."" (Kordikova & Khlyupin, 2001). DMS coordinates approximately mark the western bank of Vyatka river, halfway between Volki and Vanyushonki villages.\r\n \r\nNote on modification of prevoiusly entered location details: >>2 km upstream from the type locality of Anthodon rossicus (reported by A. P. Hartmann-Weinberg 1937).<<, presumably cited from Efremov (1940), is incorrect since Efremov (1940) states that the Kotel'nich locality is ""2 km downstream of the point, where S.G. Kashtanov had found his specimen"", a specimen which was originally intended to be made the type of ""Anthodon chlynoviensis"", but which Efremov (1940) then referred to A. rossicus (TL).",gplates,302,mid,49.9,37.54,scotese,301,mid,40.8,31.74,seton,not computable using this model,NA,NA,NA,RU,,formation,"Kotelnich Subassemblage of the Sokolki Assemblage; the early part of the Late Tatarian (early Severodvinian) (Golubev 2000; Benton 2012, Geology).\r\n\r\n""The geological age of the beds of the Kotelnitch locality is younger than that of the zone III (series I, acc. to Kassin --Urdzum series, acc. to A. N. Mazarovitich), and apparently they are synchronous with the lower horizons of Zone IV, or the Pareiasaurian zone, i. e., with the lower layers of the Sarmin series of Mazarovitch."" (Efremov, 1940).\r\n""The detailed geology and stratigraphy of the locality was studied by Coffa (1997 [PhD Thesis]). He recognized the Urpalov Formation at the locality as consisting of four members (Fig. 2), the oldest of which - Vanyushonkov Member (arrow in Fig. 2) composed of red calcareous clays and mudstones yields remains of pareiasaurs. At present, the Vanyushonkov Member correlates to the middle of the Urpalov Formation, Kotel'nich Group, Vishkil'skiy Horizon, Upper Tatarian Stage of the Upper Permian (Coffa 1997). The old Severo-Dvinsky Horizon is no longer in usage due to nomenclature problems."" (Kordikova & Khlyupin, 2001).\r\nFormation name, originally entered as >>Sarmin<<, which never was a lithostratigraphic term, was replaced by >>Urpalov<< (TL).\r\nStratigraphic age originally entered as >>Rotliegendes-Zechstein<< was refined: The Kotelnich locality is Lower Severodvinskian according to Ivakhnenko (2008). The Kotelnich Subassemblage of the Sokolki Assemblage and the Deltavjatia vjatkensis Assemblage Zone are regarded as early Upper Severodvinian by Golubev (2005, New Mexico Mus. Nat. Hist. Sci. Bull. 30).","Reddish-brown clay beds, red calcareous clays (Efremov, 1940). This primarily refers to the pareiasaur bearing Vanyushonkov Member of the Urpalov Formation (see Kordikova & Khlyupin, 2001). Olson (1957) and Rubidge & Sidor (2002) also mention sandstone as host rock, probably representing other fossiliferous levels than the Vanyushonkov Member.",claystone,"brown,red",,calcareous,terrestrial indet.,,macrofossils,,,,,,,taxonomic,survey of museum collection,"K. Grekhov, among others","1935, 1999","The type material of Pareiasuchus vjatkensis and Anthodon rossicus was collected in 1935. The neonate Deltavjatia reported by Kordikova & Khlyupin (2001) was collected in 1999 by K. Grekhov.\r\n \r\nKPM = Kotel'nich Paleontological Museum (= KMR in Lee, 1997, 2000)\r\nUMZC = University Museum of Zoology, Cambridge, UK","""There are at least another four skulls of this animal [i.e., Deltavjatia vjatkensis]. One is in the Palaeontological Institute, Moscow. The labels have been mixed up, but the catalogue number is probably PIN 2212/3. Another is in the private collection of Mr. Terry Manning. Two more are currently undergoing preparation in the Department of Zoology, Erindale College, University of Toronto (Modesto. 1994)."" (Lee, 1997, 2000).",phosphatic,NA,NA,NA,NA,NA,NA
811358,body,,,1,specimens,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Eocyclotosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,88992,Anisian,,Anisian,247.2,242,244.6,5.2,-3.266667,50.666668,"EXEMS 60/1985.75, left clavicle",UK,England,Devon,Otter Sandstone,Sherwood Sandstone,,,Eocyclotosaurus,NA,genus,37096,Eocyclotosaurus ? sp.,genus,37096,,Milner et al.,1990,29833,"Otter Sst Formation, Sidmouth-Ladram Bay",NA,,estimated from map,minutes,outcrop,General locality for specimens reported from the Otter Sandstone between Sidmouth and Ladram Bay that lack detailed locality information,gplates,315,mid,19.39,27.8,scotese,315,mid,10.89,13.75,seton,not computable using this model,NA,NA,NA,UK,,formation,"late Anisian: ""The unit is dated as Anisian on the basis of faunal comparisons and matching with palynologically dated units in the English Midlands... This has since been confirmed by magnetostratigraphy (Hounslow and McIntosh 2003), who found that the lower parts of the Otter Sandstone Formation correspond to the early and mid Anisian, and the upper parts, which contain the majority of the macrofossils correlate with late Anisian and latest Anisian magnetozones on the marine standard.""",,not reported,,,,fluvial-lacustrine indet.,,macrofossils,,,,,,,taxonomic,survey of museum collection,P. S. Spencer,,,,phosphatic,NA,NA,NA,NA,NA,NA
811357,body,,,2,specimens,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Eocyclotosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,88992,Anisian,,Anisian,247.2,242,244.6,5.2,-3.266667,50.666668,"EXEMS 60/1985.72, damaged posterior skull roof; EXEMS 60/1985.310, right tabular and parts of squamosal, supratemporal and postorbital",UK,England,Devon,Otter Sandstone,Sherwood Sandstone,,,Eocyclotosaurus,NA,genus,37096,Eocyclotosaurus sp.,genus,37096,,Milner et al.,1990,29833,"Otter Sst Formation, Sidmouth-Ladram Bay",NA,,estimated from map,minutes,outcrop,General locality for specimens reported from the Otter Sandstone between Sidmouth and Ladram Bay that lack detailed locality information,gplates,315,mid,19.39,27.8,scotese,315,mid,10.89,13.75,seton,not computable using this model,NA,NA,NA,UK,,formation,"late Anisian: ""The unit is dated as Anisian on the basis of faunal comparisons and matching with palynologically dated units in the English Midlands... This has since been confirmed by magnetostratigraphy (Hounslow and McIntosh 2003), who found that the lower parts of the Otter Sandstone Formation correspond to the early and mid Anisian, and the upper parts, which contain the majority of the macrofossils correlate with late Anisian and latest Anisian magnetozones on the marine standard.""",,not reported,,,,fluvial-lacustrine indet.,,macrofossils,,,,,,,taxonomic,survey of museum collection,P. S. Spencer,,,,phosphatic,NA,NA,NA,NA,NA,NA
806471,body,good,,1,specimens,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Rileymillerus,"brackish,freshwater,terrestrial",amphibious,carnivore,,13273,Norian,,Norian,227,208.5,217.75,18.5,-101.315002,33.521389,"TTU P-9170, vertebrae possibly referable to Rileymillerus",US,Texas,Garza,Cooper Canyon,Dockum,,,Rileymillerus cosgriffi,NA,species,144439,Rileymillerus cosgriffi,species,144439,,Martz et al.,2013,78487,Miller's Ranch Quarry,NA,"Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624",stated in text,seconds,small collection,"R. C. Miller Ranch/Post quarry, 9 mi/14.5 km SE of of Post, Garza County, W Texas; coordinates stated by Bolt & Chatterjee (2000) and Chatterjee (1991)",gplates,101,mid,-30.86,7.83,scotese,101,mid,-41.61,8.1,seton,not computable using this model,NA,NA,NA,US,,bed,"About 50 metres above the contact between the top of the Trujillo Sandstone and the base of the Cooper Canyon Formation and can be correlated to lithologic unit 9 of the nearby type section of the Cooper Canyon Formation. Upper part of the ""lower unit"" of the formation.","red mudstone facies. ETE rock type adj: ""thick,red"", ETE lithology comments: 0. ""A thick red mudstone unit""",mudstone,red,,,"""floodplain""",,"macrofossils,mesofossils",,,,,parautochthonous,"Specimens deposited during a single flood. The skull is absent in all juvenile Postosuchus skeletons. ""The missing parts among different individuals indicate some sort of post mortem disturbance. Each individual retained some degree of polarity in the preserved parts so that the skull and the hind limbs are always in the opposite direction."" The Postosuchus bones show current direction. ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",taxonomic,"selective quarrying,mechanical,field collection",S. Chatterjee,1977–,"The quarry is 90 x 90 m in size and the bone bed is 30 cm thick. ""...a diverse mixture of massive and delicate elements...found entirely in the mudstone, associated, but disarticulated."" ETE Size: .; ETE reference list: 701, 698, 696, 692, 690, 686, 685, 731, 684, 729, 730, 872, 873, 874, 875, 869, 870, 871, 868, 867, 866, 865, 864, 863, 862, 861, 860, 852, 734, 775, 856, 859, ; ETE museum list:\r\n\r\n","""...various unknown microvertebrates were recovered...""",phosphatic,NA,NA,NA,NA,NA,NA
800080,body,,,3,specimens,Amphibia,Temnospondyli,Actinodontidae,Syndyodosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,84719,Ufimian,,Kungurian,276.5,273.01,274.755,3.49,60.049999,66.033333,"PIN 570/40, skull (type). PIN 570/6, 41, tooth-bearing fragments",RU,Komi,Inta,Inta,,,Clamorosaurus borealis,Syndyodosuchus tetricus,NA,species,142539,n. gen. Syndyodosuchus n. sp. tetricus,species,142539,,Olson,1957,5921,"Inta city, PIN 570, PIN 3950",NA,,stated in text,minutes,outcrop,Pechora Basin; Lat Long is from Olson (1957),gplates,302,mid,38.06,35.78,scotese,301,mid,40,37.35,seton,not computable using this model,NA,NA,NA,RU,,group of beds,"Locality biostratigraphically lies within the Inta Assemblage Zone of the Eryopoidean Superassemblage (Ivakhnenko, 1990; Modesto & Rybczynski, 2000; Golubev 2000), which is Ufimian in age.","""Carbonaceous shales and channel sandstone"" (Olson, 1957)","""shale""",,,carbonaceous,terrestrial indet.,foreland basin,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
800079,body,,,1,individuals,Amphibia,Temnospondyli,Intasuchidae,Intasuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,84719,Ufimian,,Kungurian,276.5,273.01,274.755,3.49,60.049999,66.033333,"PIN 570/1, skull (type)",RU,Komi,Inta,Inta,,,Clamorosaurus borealis,Intasuchus silvicola,NA,species,142538,n. gen. Intasuchus n. sp. silvicola,species,142538,,Olson,1957,5921,"Inta city, PIN 570, PIN 3950",NA,,stated in text,minutes,outcrop,Pechora Basin; Lat Long is from Olson (1957),gplates,302,mid,38.06,35.78,scotese,301,mid,40,37.35,seton,not computable using this model,NA,NA,NA,RU,,group of beds,"Locality biostratigraphically lies within the Inta Assemblage Zone of the Eryopoidean Superassemblage (Ivakhnenko, 1990; Modesto & Rybczynski, 2000; Golubev 2000), which is Ufimian in age.","""Carbonaceous shales and channel sandstone"" (Olson, 1957)","""shale""",,,carbonaceous,terrestrial indet.,foreland basin,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
799813,body,,,NA,,Amphibia,Temnospondyli,Dissorophidae,Zygosaurus,"brackish,freshwater,terrestrial",ground dwelling,carnivore,PIN,80022,Ufimian,Late Kazanian,-,276.5,266.9,271.7,9.6,49.845001,58.635834,"""new genus close to Zygosaurus""",RU,Kirov,Slobodskoi,Pechishchi,,,Parabradysaurus silantjevi,Zygosaurus,NA,genus,37036,aff. Zygosaurus sp.,genus,37036,,Olson,1957,5921,"Shikhovo-Chirki, PIN 161",NA,,based on nearby landmark,seconds,outcrop,"Prekama (Prikam'e); Polar coordinates as stated in Olson (1957) (58°15'N, 48°30'E) are very imprecise. Polar coordinates entered here are for village of Shikhovo, about 12 km ENE from Kirov.",gplates,302,mid,41.78,28.25,scotese,301,mid,43.02,29.28,seton,not computable using this model,NA,NA,NA,RU,,group of beds,Golyusherma Subassemblage of the Ocher Assemblage; terminal part of the Ufimian to the early part of the Late Kazanian (Golubev 2000).,"""Argillaceous limestone, formed at delta margin"" (Olson, 1957).","""limestone""",,,argillaceous,deltaic indet.,foreland basin,macrofossils,,,,,,,taxonomic,survey of museum collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
799812,body,,,6,specimens,Amphibia,Temnospondyli,Archegosauridae,Melosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,80022,Ufimian,Late Kazanian,-,276.5,266.9,271.7,9.6,49.845001,58.635834,,RU,Kirov,Slobodskoi,Pechishchi,,,Parabradysaurus silantjevi,Melosaurus platyrhinus,NA,species,357487,Melosaurus n. sp. platyrhinus,species,357487,,Golubev,1995,62827,"Shikhovo-Chirki, PIN 161",NA,,based on nearby landmark,seconds,outcrop,"Prekama (Prikam'e); Polar coordinates as stated in Olson (1957) (58°15'N, 48°30'E) are very imprecise. Polar coordinates entered here are for village of Shikhovo, about 12 km ENE from Kirov.",gplates,302,mid,41.78,28.25,scotese,301,mid,43.02,29.28,seton,not computable using this model,NA,NA,NA,RU,,group of beds,Golyusherma Subassemblage of the Ocher Assemblage; terminal part of the Ufimian to the early part of the Late Kazanian (Golubev 2000).,"""Argillaceous limestone, formed at delta margin"" (Olson, 1957).","""limestone""",,,argillaceous,deltaic indet.,foreland basin,macrofossils,,,,,,,taxonomic,survey of museum collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
799809,body,,,1,individuals,Amphibia,Temnospondyli,Trimerorhachidae,Trimerorhachis,"brackish,freshwater,terrestrial",amphibious,carnivore,,87054,Leonardian,,-,286.1,273.01,279.555,13.09,-97.76667,36.766666,"fragment of right lower jaw, no catalogue number given; specimen is missing",US,Oklahoma,Grant,Garber,Sumner,,,Trimerorhachis,NA,genus,36991,Trimerorhachis sp.,genus,36991,,Czaplewski et al.,1994,14253,OMNH locality V114,NA,"Grant Co., OK",based on political unit,minutes,small collection,exact position not stated,gplates,101,mid,-27.42,1.76,scotese,101,mid,-26.1,4.39,seton,not computable using this model,NA,NA,NA,US,,formation,,,not reported,,,,terrestrial indet.,,macrofossils,,,,,,,taxonomic,survey of museum collection,G. N. Smith,,"All specimens apparently were collected by G. N. Smith as part of a M. S. thesis, written in 1927. Since then, many specimens were lost. ",,phosphatic,NA,NA,NA,NA,NA,NA
799808,body,,,1,individuals,Amphibia,Temnospondyli,Eryopidae,Eryops,"brackish,freshwater,terrestrial",amphibious,carnivore,,87054,Leonardian,,-,286.1,273.01,279.555,13.09,-97.76667,36.766666,"OMNH 10030, single intercentrum",US,Oklahoma,Grant,Garber,Sumner,,,Eryops megacephalus,NA,species,70397,Eryops megacephalus,species,70397,,Czaplewski et al.,1994,14253,OMNH locality V114,NA,"Grant Co., OK",based on political unit,minutes,small collection,exact position not stated,gplates,101,mid,-27.42,1.76,scotese,101,mid,-26.1,4.39,seton,not computable using this model,NA,NA,NA,US,,formation,,,not reported,,,,terrestrial indet.,,macrofossils,,,,,,,taxonomic,survey of museum collection,G. N. Smith,,"All specimens apparently were collected by G. N. Smith as part of a M. S. thesis, written in 1927. Since then, many specimens were lost. ",,phosphatic,NA,NA,NA,NA,NA,NA
799683,body,,,NA,,Amphibia,Temnospondyli,Archegosauridae,Melosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,87040,Urzhumian,,Wordian,266.9,264.28,265.59,2.62,50.75,56.333332,,RU,Kirov,Malmysh,,,,Estemmenosuchus uralensis,Melosaurus,NA,genus,37063,Melosaurus sp.,genus,37063,,Olson,1957,5921,Akbatyrovskii Mine,NA,Akbatyirov Mine,stated in text,minutes,outcrop,,gplates,302,mid,48.17,30.9,scotese,301,mid,44.6,29.4,seton,not computable using this model,NA,NA,NA,RU,,group of beds,Ocher Subassemblage of the Ocher Assemblage; the terminal part of the Late Kazanian to the early part of the Early Tatarian (=Urzhumian) (Golubev 2000); Urzhumian according to Benton (2012; Geology),"""Sandstone (copper-bearing)""",sandstone,,,,terrestrial indet.,foreland basin,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
799682,body,,,1,individuals,Amphibia,Temnospondyli,Archegosauridae,Platyoposaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,87040,Urzhumian,,Wordian,266.9,264.28,265.59,2.62,50.75,56.333332,PIN 49/1 (type),RU,Kirov,Malmysh,,,,Estemmenosuchus uralensis,Platyoposaurus stuckenbergi,NA,species,142449,Platyops n. sp. stuckenbergi,species,142449,recombined as,Olson,1957,5921,Akbatyrovskii Mine,NA,Akbatyirov Mine,stated in text,minutes,outcrop,,gplates,302,mid,48.17,30.9,scotese,301,mid,44.6,29.4,seton,not computable using this model,NA,NA,NA,RU,,group of beds,Ocher Subassemblage of the Ocher Assemblage; the terminal part of the Late Kazanian to the early part of the Early Tatarian (=Urzhumian) (Golubev 2000); Urzhumian according to Benton (2012; Geology),"""Sandstone (copper-bearing)""",sandstone,,,,terrestrial indet.,foreland basin,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
799681,body,,,1,individuals,Amphibia,Temnospondyli,Archegosauridae,Platyoposaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,87039,Urzhumian,,Wordian,266.9,264.28,265.59,2.62,54.845554,52.259167,specimen of Rickard's collection (type); current whereabouts unknown,RU,Orenburg,Oktyabrskoe,Amanakskaya,,,Estemmenosuchus uralensis,Platyoposaurus rickardi,NA,species,142448,n. gen. Platyops n. sp. rickardi,species,142448,recombined as,Shishkin et al.,2000,28553,"Kargalinski Mines, PIN 1954, PIN 48, locality 12 of Tverdokhlebov et al. (2005)",NA,"Kargaliskie Rudniki; Rozhdestvenskii Mine; Staro-Myasnikovski Mine, Kargalinskii Rudnik, Kargalinskie",estimated from map,seconds,local area,"The Kargalinski Mines  are located in the central part of the Orenburg district (Orenburgskaya Oblast') in the ""basin of the Kargalka River"" (Tverdokhlebov et al., 2005). Lat long is based on map in fig. 76 in Efremov (1954, Tr. Paleont. Inst. AN SSSR 54).",gplates,302,mid,53.18,29.04,scotese,301,mid,49.67,27.82,seton,not computable using this model,NA,NA,NA,RU,,member,Ocher Subassemblage of the Ocher Assemblage; the terminal part of the Late Kazanian to the early part of the Early Tatarian (=Urzhumian) (Golubev 2000); Urzhumian according to Benton (2012; Geology),"""No description of the section is available. Bones match lenses of grey, greenish-grey copperferrous sandstones and conglomerates of clay pebbles. Conglomerates contain remains of fossil wood and plant detritus."" (Tverdokhlebov et al., 2005)",sandstone,gray,,,deltaic indet.,foreland basin,macrofossils,,,,,autochthonous,,taxonomic,"bulk,selective quarrying,survey of museum collection",,,,,phosphatic,NA,NA,NA,NA,NA,NA
799672,body,,,1,individuals,Amphibia,Temnospondyli,Archegosauridae,Platyoposaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,80022,Ufimian,Late Kazanian,-,276.5,266.9,271.7,9.6,49.845001,58.635834,PIN 2250/8 (type),RU,Kirov,Slobodskoi,Pechishchi,,,Parabradysaurus silantjevi,Platyoposaurus watsoni,NA,species,142450,Platyops n. sp. watsoni,species,142450,recombined as,Shishkin et al.,2000,28553,"Shikhovo-Chirki, PIN 161",NA,,based on nearby landmark,seconds,outcrop,"Prekama (Prikam'e); Polar coordinates as stated in Olson (1957) (58°15'N, 48°30'E) are very imprecise. Polar coordinates entered here are for village of Shikhovo, about 12 km ENE from Kirov.",gplates,302,mid,41.78,28.25,scotese,301,mid,43.02,29.28,seton,not computable using this model,NA,NA,NA,RU,,group of beds,Golyusherma Subassemblage of the Ocher Assemblage; terminal part of the Ufimian to the early part of the Late Kazanian (Golubev 2000).,"""Argillaceous limestone, formed at delta margin"" (Olson, 1957).","""limestone""",,,argillaceous,deltaic indet.,foreland basin,macrofossils,,,,,,,taxonomic,survey of museum collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
796034,body,medium,,1,individuals,Amphibia,Temnospondyli,Laidleriidae,Uruyiella,"brackish,freshwater,terrestrial",amphibious,carnivore,,86401,Late Triassic,,-,237,201.4,219.2,35.6,-54.123333,-32.30722,"FC-DPV 1598 (type, partial skull)",UY,Cerro Largo,,Buena Vista,,,,Uruyiella liminea,NA,species,140814,n. gen. Uruyiella n. sp. liminea,species,140814,,Pineiro et al.,2007,29121,Colonia Orozco,NA,Cerro Largo Localities,estimated from map,seconds,outcrop,"""Cerro Largo County, northeastern Uruguay"" (Pineiro et al., 2003);\r\nThe outcrops of concern are situated along the road Ruta No. 7 and around the Tres Boliches area at the road Ruta No 8. (see Pineiro et al. 2007)",gplates,202,mid,-6.98,-41.03,scotese,202,mid,-15.63,-40.14,seton,not computable using this model,NA,NA,NA,UY,,member,"The fossils of the collection are distributed within an interval of about 20 m. (see measured section in text-fig. in Pineiro et al., 2007).\r\n\r\nAlthough arguments have been made for a Permian age for this locality, an Early Triassic date seems more likely (see discussion in Dias-da-Silva et al. 2006).","""Buena Vista Formation is characterized by reddish fine sandstone interbedded with lenticular clay layers and intraformational conglomerates [...] The fossils described in this paper were recovered from the conglomerates in the middle part of the Buena Vista Formation."" (Pineiro et al., 2003)","""siliciclastic""",red or brown,,"muddy,sandy",fluvial indet.,,macrofossils,,,,,,,taxonomic,,,,"FC-DPV = Departamento de Paleontologia, Facultad de Ciencias, Montevideo, Uruguay",,phosphatic,NA,NA,NA,NA,NA,NA
795306,body,,,NA,,Amphibia,Temnospondyli,Dvinosauridae,Dvinosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,86346,Vyatkian,,Wuchiapingian,259.51,256.8,258.155,2.71,42.092777,56.253056,"PIN 1100/23 (holotype), skull, plus additional specimens",RU,Vladimir,Vyazniki,,,,Archosaurus rossicus,Dvinosaurus egregius,NA,species,349285,Dvinosaurus n. sp. egregius,species,349285,,Sennikov and Golubev,2006,29103,"Vyazniki Localities, PIN 1100",NA,Klyazma River; Bykovka gully; Zelenaya Gorka; Bykovka lake; Bykovka; Vyazniki-1; Vyazniki-2; Metallist; Yartsevo; Tolmachevo; Balymotikha-1; Balymotikha-2,estimated from map,seconds,local area,"""Vyazniki locality, near Vyazniki, Vladimir Province"" (Gower & Sennikov, 2000); there is a total of 8 sub-localities, all close together at the peripherals of the town of Vyazniki; Lat long is based on map on p. S475 in Sennikov & Golubev (2006)",gplates,302,mid,48.12,36.24,scotese,301,mid,38.6,28.78,seton,not computable using this model,NA,NA,NA,RU,,group of beds,"Vyazniki Assemblage; the terminal part of the Late Tatarian (terminal\r\npart of the Vyatkian) (Golubev 2000; Benton 2012, Geology).","""All fossils were found in sands and clays of alluvial genesis"" (Sennikov & Golubev, 2006)",sandstone,,,,"""floodplain""",cratonic basin,"macrofossils,mesofossils",,,,,,,taxonomic,,,,,"The two elements listed as Obirkovia sp. by Bulanov & Yashina (2005) are identified as Elginia(?) sp. and Elginia sp. by Ivakhnenko (1997, in Ivakhnenko et al. [eds.] Permian and Triassic Tetrapods of Eastern Europe) and Ivakhnenko (2008), respectively. Since Ivakhnenko (2008) does not mention the re-assignment of these specimens to Obirkovia sp. by Bulanov & Yashina (2005), Ivakhnenko's (2008) assigment to Elginia sp. is ignored here.",phosphatic,NA,NA,NA,NA,NA,NA
